"videoId","commentId","parentId","author","text","likeCount","publishedAt","updatedAt","viewerRating","canRate","reply"
"39Gq_eOPuDY","Ugxem20BlzclhooIejd4AaABAg",NA,"@next3398","先点赞",5,"2024-05-07T11:56:31Z","2024-05-07T11:56:31Z","none",TRUE,FALSE
"39Gq_eOPuDY","Ugw5T4t8gxwASYjX4ut4AaABAg",NA,"@next3398","沙发",1,"2024-05-07T11:56:47Z","2024-05-07T11:56:47Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgxDUqeRfl5OIfDDzel4AaABAg",NA,"@algo1688","同情胖猫",8,"2024-05-07T11:59:38Z","2024-05-07T11:59:38Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgxEpibmePU4UEUffTx4AaABAg",NA,"@木鱼-y1l","我个人觉得。胖猫刚接触潭竹的时候，也就十八九岁，这个岁数可能恋爱经历也不多，年轻气盛恋爱脑也很正常。真的没必要上升到性别对立，21岁就失去了生命，我们更多的应该给予其同情和理解。另外，胖猫的姐姐家人也有一定的责任，平时是否关心弟弟，是否注意到弟弟有异常举动",58,"2024-05-07T11:59:43Z","2024-05-07T11:59:43Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgxSlti5S1nbDTn3b0F4AaABAg",NA,"@黄国王","直播吗？",1,"2024-05-07T12:01:48Z","2024-05-07T12:01:48Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgzaoWj061-v4wo02F14AaABAg",NA,"@黄国王","第一☝️",1,"2024-05-07T12:02:10Z","2024-05-07T12:02:10Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgyK2t-lrrenuaguJRR4AaABAg",NA,"@林清泉-l8k","你这封面值得一个黄标，手机看吓我一跳，md比什么打仗断手断脚的吓人多了。",2,"2024-05-07T12:02:32Z","2024-05-07T12:02:32Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgwKbZY_bQLoDXZUM4F4AaABAg",NA,"@beckygggaaaaaa","纯爱战士太稀缺了",9,"2024-05-07T12:03:57Z","2024-05-07T12:03:57Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgwPEZNqiWucDrIwoB14AaABAg",NA,"@carbenerosenthal","王菊得罪完共党，民进党，轮子，又来冲女拳了 王菊真男人，各大势力不爽就干，中文互联网的真狠人",1,"2024-05-07T12:04:54Z","2024-05-07T12:04:54Z","none",TRUE,FALSE
"39Gq_eOPuDY","Ugw3hIY5BCHsq9M2kSN4AaABAg",NA,"@XIAOPENGLI-r6u","雲南也出事了",1,"2024-05-07T12:07:10Z","2024-05-07T12:07:10Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgwiCAOecdVKTExqSRB4AaABAg",NA,"@提劍揮鼔披肝瀝膽","胖猫去重庆本以为是 夙世前缘系赤绳，没想到是 蓝桥水涨事难成",1,"2024-05-07T12:07:46Z","2024-05-07T12:07:46Z","none",TRUE,FALSE
NA,"UgxEpibmePU4UEUffTx4AaABAg.A389fPxrmkMA38Acrm16jC","UgxEpibmePU4UEUffTx4AaABAg","@仙仙-n9j","是的，这件事不应该上升到男女对立，但是有人已经上升了",6,"2024-05-07T12:08:07Z","2024-05-07T12:08:07Z","none",TRUE,TRUE
NA,"UgxEpibmePU4UEUffTx4AaABAg.A389fPxrmkMA38AzNkL6mw","UgxEpibmePU4UEUffTx4AaABAg","@carbenerosenthal","许多被捞女骗钱的男同胞共鸣了",0,"2024-05-07T12:11:11Z","2024-05-07T12:11:11Z","none",TRUE,TRUE
"39Gq_eOPuDY","UgzAVWA3zde1ndegloJ4AaABAg",NA,"@东皇太一-s4g","我与王志安持不同意见。我觉得胖猫热搜大于高速塌方热度是因为国内官方媒体已经报道过了，这就导致国内自媒体没有了发挥的余地。 当然我对国内一些二流官媒和不入流的自媒体也没有抱有任何期望，只对上负责的媒体是挖掘不出深刻的内容的；只追逐流量的自媒体也是不敢去报道一些严肃题材的。 这就导致国内媒体只能去天天报道鸡毛蒜皮的事情，在这些鸡毛蒜皮，明星出轨中突然出现一个龟男捞女事件，可不是一堆狗冲上去吃人学馒头嘛。",3,"2024-05-07T12:11:32Z","2024-05-07T12:11:32Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgxX_oleJc4FZ5q5_PF4AaABAg",NA,"@remembermynumber","可憐之人必有可恨之處",0,"2024-05-07T12:11:33Z","2024-05-07T12:11:33Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgwHhpPvmkI5C8MKN0F4AaABAg",NA,"@wentaoxie4126","胖猫的更有舆论性，事故那些已经麻木了",0,"2024-05-07T12:11:57Z","2024-05-07T12:11:57Z","none",TRUE,FALSE
"39Gq_eOPuDY","Ugzhq0aFP0RYjlBW8Ld4AaABAg",NA,"@dylanyu3481","我看到这事能闹这么大，我的第一反应是国内是不是又出什么坏事要靠这事来掩盖",590,"2024-05-07T12:12:40Z","2024-05-07T12:12:40Z","none",TRUE,FALSE
NA,"UgxEpibmePU4UEUffTx4AaABAg.A389fPxrmkMA38BC6UdJ3L","UgxEpibmePU4UEUffTx4AaABAg","@TravisHXHX","@仙仙-n9j 现在什么事情，只要和性别相关都会扯到性别对立。现在中国性别矛盾太尖锐了，",4,"2024-05-07T12:13:04Z","2024-05-07T12:13:04Z","none",TRUE,TRUE
"39Gq_eOPuDY","UgzgB3sxPLYZIm66HNB4AaABAg",NA,"@仙仙-n9j","这个男孩真的很善良单纯，这个女生一开始就是蓄谋已久。但是就这件事，挑起性别对立，真的太蠢了",109,"2024-05-07T12:13:22Z","2024-05-07T12:13:22Z","none",TRUE,FALSE
"39Gq_eOPuDY","Ugz0f9QUY4ZgmWRy1oV4AaABAg",NA,"@会飞的青蛙-m3i","文化畸形 教育偏差 人权不平等",1,"2024-05-07T12:13:27Z","2024-05-07T12:13:27Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgwwpdPS1io1NgisDaV4AaABAg",NA,"@stwwalter","这事必定翻盘，捏造成分太重了",1,"2024-05-07T12:14:07Z","2024-05-07T12:14:07Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgwPh1ljdeWQ1ANvwn54AaABAg",NA,"@liangzhan8631","帮王局添加一个信息，为什么大晚上高速上那么多车，一是因为五一返乡，二是因为都是打工人，凌晨高速费便宜，11点进高速，第二天凌晨出高速可以省过路费，所以都是忙忙碌碌的老百姓。",1037,"2024-05-07T12:14:24Z","2024-05-07T12:14:24Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgxTjjLmrqaeMQ1tJh94AaABAg",NA,"@欸坤你干嘛","现在20，25打一把，17年的时候有个平台（18年就没了）开价100多近200，但我不知是打一把还是如何。",0,"2024-05-07T12:14:38Z","2024-05-07T12:14:38Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgzCwQ728r0iffesGGV4AaABAg",NA,"@jimmycici8351","后面放了三本书，封面是是金日成，金正日，金正恩三兄弟吗",0,"2024-05-07T12:14:46Z","2024-05-07T12:14:46Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgzATuFSxwBHYJgcgyR4AaABAg",NA,"@XIAOPENGLI-r6u","這女的大男的八九歲啊",1,"2024-05-07T12:14:48Z","2024-05-07T12:14:48Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgzfEbcsnWIFNXyO9xF4AaABAg",NA,"@桜田俊沢","连人权都没有的国家，哪里来的女权？",0,"2024-05-07T12:15:01Z","2024-05-07T12:15:01Z","none",TRUE,FALSE
NA,"UgxEpibmePU4UEUffTx4AaABAg.A389fPxrmkMA38BSC-KtcB","UgxEpibmePU4UEUffTx4AaABAg","@仙仙-n9j","@TravisHXHX真的很尖锐，很疯狂，可能这就是性别的权利斗争必经之路吧",1,"2024-05-07T12:15:16Z","2024-05-07T12:15:16Z","none",TRUE,TRUE
"39Gq_eOPuDY","Ugw2-xV6VJLxCZMkYhZ4AaABAg",NA,"@怂人王","小题大做必有妖",0,"2024-05-07T12:15:34Z","2024-05-07T12:15:34Z","none",TRUE,FALSE
"39Gq_eOPuDY","Ugzl-JrSkevHxbMe7T54AaABAg",NA,"@longcheng4388","其实这段聊天记录 是伪造的 这个已经被证实",2,"2024-05-07T12:15:56Z","2024-05-07T12:15:56Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgwXIMVNyant_wYJX-d4AaABAg",NA,"@akarili2016","这个谭竹估计现在是被网暴呢吧。",0,"2024-05-07T12:16:02Z","2024-05-07T12:16:02Z","none",TRUE,FALSE
"39Gq_eOPuDY","Ugz2RanfntBVu10tD9h4AaABAg",NA,"@wangsteven7045","渣女偏爱苦命人，哎，说实话第一次这女的说这镯子好看，老司机其实就懂了这女的在暗示你要钱，这么明显的套路么，就可以止损了~~面都没见过，就问你要钱的货色都敢要？",60,"2024-05-07T12:16:10Z","2024-05-07T12:16:10Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgwdAKxE3Ra9m1Q1K-V4AaABAg",NA,"@刘孔贤","王局讲下疫苗杨晓明和梅州高速的事呗。说句政治不正确的话，胖猫这个破事没啥好讲的，他既非为众人抱薪而亡，也不是受到社会不公而死，完全怪他自己太蠢了在那自我感动，谭竹固然可恨，胖猫也不可怜。",83,"2024-05-07T12:16:46Z","2024-05-07T12:16:46Z","none",TRUE,FALSE
"39Gq_eOPuDY","Ugz0NTwBjBfH0nHYlfZ4AaABAg",NA,"@shulidonkeyzhang2991","这个事情我感觉也跟性别关系不大，因为男的骗女的钱也不是没有。主要是骗钱的问题。这就相当于一种软性的杀猪盘。",1,"2024-05-07T12:17:01Z","2024-05-07T12:17:01Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgzTj0nDLq1jfTqbPvR4AaABAg",NA,"@FansHerry","都是人性的恶，向神祷告忏悔吧",16,"2024-05-07T12:17:08Z","2024-05-07T12:17:08Z","none",TRUE,FALSE
NA,"UgzCwQ728r0iffesGGV4AaABAg.A38BO_DGbgyA38BgZA62gz","UgzCwQ728r0iffesGGV4AaABAg","@tigerzhao6176","是《王志安谈治国理政》",0,"2024-05-07T12:17:21Z","2024-05-07T12:17:21Z","none",TRUE,TRUE
"39Gq_eOPuDY","UgxdoFjavzhAUjbbySF4AaABAg",NA,"@丢雷楼某黑","懂不懂什么叫打得一拳开，免得百拳来的含金量😅😅😅",3,"2024-05-07T12:17:28Z","2024-05-07T12:17:28Z","none",TRUE,FALSE
"39Gq_eOPuDY","UgwrGGuVzC57l5bLErZ4AaABAg",NA,"@熊彥傑6805","不是吧 現在大家都再談美國學運, 以阿戰爭, 或是烏克蘭戰況. 王局不談這些國際大事, 談這些什麼狗屁撈叨小事啊!! 是不敢談還是怎樣 !!!",3,"2024-05-07T12:18:03Z","2024-05-07T12:18:03Z","none",TRUE,FALSE
NA,"Ugz2RanfntBVu10tD9h4AaABAg.A38BYq-ELFYA38BnAnF_IK","Ugz2RanfntBVu10tD9h4AaABAg","@刘酸铜","才确认一个月关系就要钱 而且还是相对来说挺大额的 还继续 不明白他是怎么想的",4,"2024-05-07T12:18:16Z","2024-05-07T12:18:16Z","none",TRUE,TRUE
