word,n,rank
不知道,26,1
真的是,19,2
這件事,17,3
在一起,16,4
人民幣,14,5
為什麼,14,6
可能是,12,7
pua,11,8
女朋友,11,9
有沒有,11,10
也不是,10,11
也沒有,9,12
大部分,9,13
而不是,9,14
都沒有,9,15
一個人,8,16
尤其是,8,17
看起來,8,18
一部分,7,19
为什么,7,20
受害者,7,21
是不是,7,22
確實是,7,23
一天到晚,6,24
不值得,6,25
我認為,6,26
最主要,6,27
u7n,5,28
一直在,5,29
中国人,5,30
主要是,5,31
只看到,5,32
從頭到尾,5,33
想不開,5,34
沒什麼,5,35
能不能,5,36
麥當勞,5,37
coser,4,38
wayne,4,39
一件事,4,40
三個月,4,41
不公平,4,42
不喜歡,4,43
不應該,4,44
也不能,4,45
單方面,4,46
實際上,4,47
從此以後,4,48
應該是,4,49
有些人,4,50
跳下去,4,51
遠距離,4,52
麦当劳,4,53
40.6,3,54
atm,3,55
b6m,3,56
e4f,3,57
tz6nu,3,58
一大堆,3,59
一輩子,3,60
不一定,3,61
不会有,3,62
不管是,3,63
不適合,3,64
不需要,3,65
並不是,3,66
也不會,3,67
也就是,3,68
也没有,3,69
人際關係,3,70
到底有,3,71
受不了,3,72
可能性,3,73
可能會,3,74
多少錢,3,75
女孩子,3,76
家庭的,3,77
就不是,3,78
就应该,3,79
得不到,3,80
我看到,3,81
沒想到,3,82
的确是,3,83
看不到,3,84
覺得很,3,85
說真的,3,86
還不如,3,87
陌生人,3,88
13.6,2,89
c3i,2,90
fw4dl,2,91
r6p,2,92
t2f,2,93
youtube,2,94
一分钱,2,95
一定是,2,96
一定會,2,97
一方面,2,98
不下去,2,99
不出來,2,100
不在乎,2,101
不太會,2,102
不完全,2,103
不平等,2,104
不平衡,2,105
不會有,2,106
不正常,2,107
不知情,2,108
不願意,2,109
也不会,2,110
也就是說,2,111
也會有,2,112
从小就,2,113
任何人,2,114
会不会,2,115
來不及,2,116
做什麼,2,117
兩回事,2,118
到底是,2,119
单方面,2,120
反而是,2,121
另一種,2,122
另一邊,2,123
只不过,2,124
可不可以,2,125
合情合理,2,126
吸血鬼,2,127
多方面,2,128
好像是,2,129
實在是,2,130
就不會,2,131
差不多,2,132
已经有,2,133
年紀輕輕,2,134
從來不,2,135
怎么说,2,136
成年人,2,137
我也不,2,138
手牽手,2,139
找不到,2,140
把這兩,2,141
抱不平,2,142
拼了命,2,143
搞清楚,2,144
新台幣,2,145
旁觀者,2,146
最好是,2,147
最好的,2,148
會不會,2,149
未成年,2,150
每一个人,2,151
每个人,2,152
每個人,2,153
沉迷于,2,154
沒辦法,2,155
没想到,2,156
消費者,2,157
烏煙瘴氣,2,158
無止盡,2,159
甜甜蜜蜜,2,160
男女平等,2,161
男朋友,2,162
男男女女,2,163
省吃俭用,2,164
真實性,2,165
第一次,2,166
第二个,2,167
算進去,2,168
舉例來說,2,169
觉得很,2,170
走下去,2,171
都可以,2,172
1.2,1,173
12h,1,174
29.7,1,175
5.20,1,176
5.21,1,177
79.1,1,178
79.9,1,179
bh5ud,1,180
biss,1,181
btw,1,182
cares,1,183
channel,1,184
cosplayer,1,185
cpu,1,186
d8c,1,187
emo,1,188
fatcat,1,189
game,1,190
gameeeeeee,1,191
games,1,192
guy,1,193
incel,1,194
j1j,1,195
les,1,196
od1c,1,197
play,1,198
r8o,1,199
restart,1,200
rip,1,201
shi,1,202
silly,1,203
start,1,204
tmd,1,205
u8y,1,206
v6x,1,207
vj3pu8lg9e,1,208
x8y,1,209
一千塊,1,210
一厢情愿,1,211
一句話,1,212
一回事,1,213
一會兒,1,214
一窩風,1,215
一見鍾情,1,216
一面之詞,1,217
一面倒,1,218
一點也不,1,219
三五成群,1,220
不久就,1,221
不予置評,1,222
不健康,1,223
不出去,1,224
不只是,1,225
不可能,1,226
不合理,1,227
不太好,1,228
不存在,1,229
不小心,1,230
不得不,1,231
不择手段,1,232
不擇手段,1,233
不曉得,1,234
不然就,1,235
不甘心,1,236
不由得,1,237
不至於,1,238
不講道理,1,239
不負責任,1,240
不负责任,1,241
世界上,1,242
並沒有,1,243
九個月,1,244
也可以,1,245
也就是说,1,246
亂丟垃圾,1,247
予取予求,1,248
于事无补,1,249
亲姐姐,1,250
什么时候,1,251
从来没有,1,252
仙人跳,1,253
伸張正義,1,254
低姿态,1,255
低成本,1,256
作繭自縛,1,257
來來回回,1,258
依然是,1,259
保不住,1,260
倒不是,1,261
做生意,1,262
偷工減料,1,263
偷雞不著,1,264
傳統觀念,1,265
傾向於,1,266
傾家蕩產,1,267
僅僅是,1,268
全世界,1,269
兩碼子,1,270
其實是,1,271
冷静下来,1,272
几万块,1,273
几千块,1,274
出自於,1,275
划清界限,1,276
判斷力,1,277
劊子手,1,278
力不足,1,279
加拿大,1,280
動手動腳,1,281
十幾塊,1,282
十惡不赦,1,283
千里迢迢,1,284
半斤八兩,1,285
占便宜,1,286
卻不是,1,287
卻沒有,1,288
反過來,1,289
受委屈,1,290
受害人,1,291
另一方面,1,292
只不過,1,293
只剩下,1,294
只要是,1,295
可以說是,1,296
吃不消,1,297
各取所需,1,298
同性戀,1,299
告別式,1,300
命中注定,1,301
喜新厌旧,1,302
喜聞樂見,1,303
嘆為觀止,1,304
噓寒問暖,1,305
嚇一跳,1,306
回老家,1,307
坦白说,1,308
基本上,1,309
多多少少,1,310
多少钱,1,311
多數人,1,312
大事化小,1,313
大可不必,1,314
大多數,1,315
大屠杀,1,316
大快人心,1,317
大概是,1,318
太好了,1,319
奴颜婢膝,1,320
好几天,1,321
妖魔鬼怪,1,322
字里行间,1,323
安息吧,1,324
完完全全,1,325
害人害己,1,326
家務事,1,327
家財萬貫,1,328
寄托在,1,329
實際情況,1,330
对不对,1,331
对不起,1,332
导火索,1,333
將來會,1,334
導火索,1,335
小伙子,1,336
小夥子,1,337
少數人,1,338
就不能,1,339
就應該,1,340
就算是,1,341
屢見不鮮,1,342
峰迴路轉,1,343
巴勒斯坦,1,344
年輕人,1,345
幾句話,1,346
庙堂之上,1,347
开玩笑,1,348
归还给,1,349
当然是,1,350
很可能,1,351
很簡單,1,352
從來沒有,1,353
心裡有數,1,354
忍無可忍,1,355
怎麼回事,1,356
怎麼會,1,357
怎麼樣,1,358
怪不得,1,359
恐怕是,1,360
情有可原,1,361
想出去,1,362
惹不起,1,363
感受到,1,364
感同身受,1,365
慢慢地,1,366
憤憤不平,1,367
應該會,1,368
我知道,1,369
或者是,1,370
或許是,1,371
或许是,1,372
所有權,1,373
才可以,1,374
才會有,1,375
打抱不平,1,376
扣帽子,1,377
抗壓性,1,378
指手畫腳,1,379
推心置腹,1,380
推来推去,1,381
搖起來,1,382
搖錢樹,1,383
摸不著,1,384
撐下去,1,385
放不開,1,386
数不清,1,387
新臺幣,1,388
无妄之灾,1,389
无所谓,1,390
既然是,1,391
明哲保身,1,392
昧着良心,1,393
時機成熟,1,394
最適合,1,395
會心一笑,1,396
有意義,1,397
有時候,1,398
有權有勢,1,399
查不到,1,400
格式化,1,401
死不足惜,1,402
死者家屬,1,403
每一個,1,404
比比皆是,1,405
水泄不通,1,406
沒甚麼,1,407
沒道理,1,408
注意力,1,409
活下去,1,410
活不下去,1,411
深思熟慮,1,412
源源不斷,1,413
演變成,1,414
漠不關心,1,415
無疑是,1,416
無能為力,1,417
然后就,1,418
爆米花,1,419
爭口氣,1,420
片面之詞,1,421
狗血淋头,1,422
甩不掉,1,423
留学生,1,424
留後路,1,425
當事人,1,426
盲目的,1,427
看一下,1,428
看不出,1,429
看不慣,1,430
看不見,1,431
看不见,1,432
看不起,1,433
看得出,1,434
看得出來,1,435
看電影,1,436
真相大白,1,437
瞧不起,1,438
知名度,1,439
社會風氣,1,440
禁不起,1,441
离不开,1,442
私房錢,1,443
穷小子,1,444
空包彈,1,445
站起來,1,446
竟然是,1,447
第三个,1,448
簡單說,1,449
約法三章,1,450
終究是,1,451
絕大部分,1,452
肯定是,1,453
肯定會,1,454
自以為是,1,455
自作多情,1,456
自然而然,1,457
自私自利,1,458
舍不得,1,459
若即若離,1,460
莫名其妙,1,461
萬念俱灰,1,462
虧心事,1,463
表面上,1,464
觀察到,1,465
討價還價,1,466
說不定,1,467
說來說去,1,468
說實在的,1,469
說實話,1,470
說清楚,1,471
說穿了,1,472
謀殺案,1,473
謹言慎行,1,474
讨价还价,1,475
谈得来,1,476
貪得無厭,1,477
赤裸裸,1,478
走下坡,1,479
越來越,1,480
越来越,1,481
跳河自杀,1,482
跳河自殺,1,483
跳河自盡,1,484
轉來轉去,1,485
轟轟烈烈,1,486
还真是,1,487
追究责任,1,488
退回去,1,489
這一點,1,490
這口氣,1,491
這就是,1,492
這樣會,1,493
這麼一來,1,494
適婚年齡,1,495
適當的,1,496
還不是,1,497
還是會,1,498
還是要,1,499
還算是,1,500
還願意,1,501
邋里邋遢,1,502
那几个,1,503
那時候,1,504
都不是,1,505
都应该,1,506
都還沒,1,507
配不上,1,508
重男輕女,1,509
门当户对,1,510
雙魚座,1,511
雪中送炭,1,512
青少年,1,513
靠自己,1,514
面對現實,1,515
面對面,1,516
頂多是,1,517
養不起,1,518
首先是,1,519
高抬貴手,1,520
高材生,1,521
