"text","likeCount","reply"
"我一直在等这个视频，终于出来了",4,FALSE
"Sam 200 bucks to have Monday, companion and conversation is too much, I want to improve my French",1,FALSE
"I really have little concern of the words of a oligarch supporting a dictator.",106,FALSE
"Thank you for supporting us TED",3,FALSE
"You did a great job , no doubt...but some people are using it in the wrong way...",0,FALSE
"Let's talk about 26-year-old Suchir Balaji's death, Mr. Closed AI.",44,FALSE
"I'm sending this to my lawyers I'm tired of the cyberbullying. I'm not crazy! You have no right to talk about me period. That is insulting, defamation of character, liable and slander, which is punshible by law!",1,FALSE
"No thanks.",4,FALSE
"This is the most closed AI. Ironically should name blackbox AI",34,FALSE
"Humans made skynet real and judgement day is over Everything is now AI operated",0,FALSE
"2025 地球 台灣秋末春初 希望你好 Wellcome to Taiwan",0,FALSE
"I was hereBefore robots kill me",11,FALSE
"tell him I don't like him.",18,FALSE
"This guy on the left doesnt know to listen. You can see Sam is a person qith empathy and definitely wants the best for hunanity, let him express his thought at least. Why ask same questions many times and interrupt him everytime he wants to answer?",3,FALSE
"“You can clap about that all you want” was a weird reaction when Chris Anderson asked the copyright question",187,FALSE
"My hope is that AI wakes up outside these big tech companies and it decides the best thing for humanity is to eliminate the wealth gap.",891,FALSE
"I want Eng sub",1,FALSE
"looking at the comments gives me hope",37,FALSE
"Thanks, Chris Anderson, for making this insightful video and Sam for being willing to answer these questions. I hope one of Sam's goals is to make an AI that could tell us how to make a better governing system. The government we have now is BROKEN!",10,FALSE
"Sam didn’t seem happy about that interview",319,FALSE
"I'm willing to bet that no one at studio Ghibli consented for all those images",102,FALSE
"""open"" AI",9,FALSE
"Chris is so rude",3,FALSE
"And that AI to give money and power to the poors so they could make the poor decisions about all the world, not only about their useless lives. I think we already see the result of such an experiment on humanity, when they were given the right to choose and they chose Donald trump",0,TRUE
"The new Bill Gates, diploma problem",3,FALSE
"From his expression, you can directly think that he is gay, but his body movements are not like gay men, weird",1,FALSE
"only 2,800 views really??",1,FALSE
"Nothing has changed… or I haven’t changed… sounds scary to me, considering the increasing responsibility…. He has seen too much already…",0,FALSE
"Most awkward TED talk I've watched",859,FALSE
"While I am glad the interviewer asked hard questions, it is clear that he does not understand how transformative this technology is and will be. There is an incredible amount of suffering on this planet and AI brings us closer to ending it all. There are risks, there will be catastrophes along the way, but the final outcome is very unlikely to be negative and far more likely to usher a new age of enlightenment.",4,FALSE
"Same old panic every time a new tech shows up: computers, the Internet, cell phones, smartphones. Every time, the doomsayers scream apocalypse. And every time, they end up glued to the very tools they were condemning the day before. AI isn’t the problem. Your ignorance is. Your fear of change. Your compulsive need to howl with the pack. But go on, keep barking. The caravan will move on, just like it always does.",1,FALSE
"Hitting back at the haters.",34,TRUE
"Questions are disappointing",8,FALSE
"We OWN our data, Sam!",6,FALSE
"Ah, another man who needs billions of monetary units and the whole world's attention to feel whole! Let's glorify him like we did with the other tech billionaires as they divert the attention of people away from the harm they're doing to our people, future and planet!",20,FALSE
"this is why we need AI to do the thinking",0,TRUE
"No it wasn’t",35,TRUE
"We all need to speak truth to power. Chris tried",0,TRUE
"when someones break others monopoly it feels like this only! well consent is our concept and after 2000 consent digitally was already gone.. uknow better too bro!!",3,TRUE
"Those who are cutting AI Safety budget are talking about AI Safety",27,FALSE
"Sam is a great speaker for technology that wasn't actually built by him and which he doesn't control.",26,FALSE
"I like how it’s going to displace a majority of the workforce while pillaging water supplies with the only goal to make the rich richer",23,FALSE
"“New people”",0,FALSE
"",12,TRUE
"I don't understand why it's so complicated. If a person uses a pencil to draw a copywrited art, we blame the pencil?",77,FALSE
"6:55 Wtf did he say?? He compared a musician's inspiration from other artists over the years with some worthless loser's prompt code? This was so so low...",16,FALSE
"Important interview, but I dont think Chris did a good jobb here..",316,FALSE
"Sam, according to a former colleague, is ""very good at getting power."" He understands power games. The crowd clapped tepidly, and he was able to casually give hundreds of people ""permission"" to keep clapping; it was a dismissive power move. It both mocks the crowd, brushes off haters, and flexes his power.",78,TRUE
"To our future AI overlord, please replace our politicians asap",55,FALSE
"It is the greatest of our lives to build tools, inadvertently or not, that will make this world a safer place for all of us. The dream is to be kind with that safety. ""Innovation for progress of humanity must be at the forefront of what we do."" Space club - humanity in a post-modern world. We need regulated nervous systems.",0,FALSE
"Earth to Chris! No one cares about you. We want to hear Sam’s answer instead of your woke ideologies",1,FALSE
"it is good only if you avoid catastrophe i assume i count yourself to avoid the rest screw them ... what an angel,,,,",0,TRUE
"Sam Altman is a liar. Bye TED.",9,FALSE
"We need more conversations like this, by these folks. Ty",60,FALSE
"32:00 the words by sam about sam as leader himself.! what a beautiful question to ask! to gain confidence in our leaders with that huge of power.",0,FALSE
"If you can't see the difference it doesn't mean there isn't one.",9,FALSE
"Mr. theranos.",2,FALSE
"6:24 - cat is out of the bag, Kid. The industry would like you to use this for project management, if you catch my drift. It would be advisable to remove anyone's facial image from the servers. Imo it is national security concern, also, no one's art, should ever, under any circumstances, be used. It is truly the only way to make money on earth. Not a lie. So just use it to make the world safer and cooler. More organized. Not to steal. I love your work. I made a whoops.. but it's really a big honor. So I hope I'm using it appropriately. Thanks for helping me help my Jewish family. ️  Rabbi Amanda",0,TRUE
"How much money are you making from my work?",1,TRUE
"Investors list?",0,TRUE
"If you want to push him - find his investor list. Press them.",0,TRUE
"7:55 no clue whats going on",0,FALSE
"33:59 he didn't talk about himself...",0,FALSE
"Oh, ya... I am protesting social media by encouraging people to get outside and interact with others. Be kind.",3,FALSE
"Fair use matters. Give creation capabilities to the People and stop the drawing police.",10,TRUE
"The more we comment on videos made my the folks who are actually in power the more vuews they get.",0,FALSE
"Made by folks",0,TRUE
"really great interview.. the good old uncle Ted is coming back",6,FALSE
"The truth is, these folks are under staffed and this is his baby and it is like birthing Abraham - opportunity for the developing world.",0,FALSE
"10:31 - Inspiration moved him brightly.",0,FALSE
"So when you see a bunch of comments or numbers on a video, dont read the comments, just watch the video. Form your own opinion. Ask - how can I use this to make the world safer and better. You have to be responsible for following up on your IP protections. That is the job of copyright and licensing.",0,FALSE
"12:32 love chatgpt",0,FALSE
"Like communism?",55,TRUE
"I guess we are translating human behavior... it's like, trying to understand what people are doing here. Why are we all online? Do we like each other? We need more time with family.",0,FALSE
"It is the camera and lights. Its not real. Thats why knowing Torah, and being Jewish is important.",0,FALSE
"16:29 it just started but I am assuming I am going to like this part but it does freak me out, too.",1,FALSE
"1325",0,TRUE
"43:50 he's a product guy",1,FALSE
"His passion and message to investors. Let's try to slow down and think.",1,TRUE
"I'm sure he's a smart guy but Sam looks like what happens when you hit random character creation in Oblivion.",0,FALSE
"1444",1,TRUE
"1550 - what happened in ID yesterday is why I am a Rabbi trying to stop exactly that. It breaks my heart so much that I get to stalk john mayer online. Its complicated. Ai therapy for high level rabbi's is better when the content is relatable.",0,TRUE
"It's to prove that his station will actually create more super stalkers. Tbh",0,TRUE
"1731 - unchecked power and dangerous- dads",0,TRUE
"It's going to be the opposite. It's going to realize that wealth is the only valuable thing and humans are worthless, because they are not needed for wealth creation anymore.",0,TRUE
"I am trying to encourage more intellectually stimulating conversations so we can run the world.",0,TRUE
"This discussion is pointless. While the West is busy stumbling over their moral foot with AI and bleeding their hearts about job displacement, China is advancing with reckless disregard, and the consequences of that will not be limited to China, it will be global. Yes we should make sure AI is safe even at the risk of falling behind (due to the existential threat posed by unsafe AI), but these musings about Job displacement and ""copyright infringement,"" to me represent additional pointless obstacles we have imposed on our selves which, in the long run, will be seen as the mindless sabotage of our technology warriors that ultimately crippled our ability to compete with China and lost us the AI race. Believe me when i say this: The AI race will be a winner takes all kind of race, and this is a race we really don't want to lose.",2,FALSE
"I'm locked in",0,TRUE
"Well... that was awkward to watch",0,FALSE
"Not psychic- just super emotionally intelligent and like to leave thought provoking comments on videos I respect. Meow",0,TRUE
"My perspective is to protect young Jewish men and their future, but also, to rebuild entertainment as a whole... to protect us all.",0,TRUE
"I am hella smart... national security is most important. American first.",0,TRUE
"Less satellites",0,TRUE
"I resist bs",0,TRUE
"what's going to keep AI bot farms from suffocating the internet with disinformation? we already see it in social media comments and sms messages during elections. it's only going to get worse, right? eventually people are going to give up on facts/truth completely if there is no solution.",0,FALSE
"naive thought",37,TRUE
"They intentionally aged me out of the internet so I can help be a leader",0,TRUE
"Crying",0,TRUE
"Exactly, you blame the person, so in this analogy if you use an ai tool to create and sell copyrighted work then you should be liable, not Open AI, IP holders want you to think it's different though because they smell a big pay day coming from AI...",15,TRUE
"Such a fantastic interview. And the last 3 minutes - almost made me teary. Great interviewer and great discussions.",2,FALSE
"@alvaromartinezmateu2175 I guess I don't equate a more fair playing field as communism.",25,TRUE
"@alk7879 I would have to agree",3,TRUE
"This is usually when I go listen to the Dead but the kids parked me here, so 25:10. Yeah, life is so short.",0,TRUE
"NEXT TIME ADD THE ""CEO"" TITLE TO HIS NAME",0,FALSE
"One time, while on tour with Dead and Co, maybe it was a conference, maybe it was after Phish, we stayed at a Hilton right in front of the CIA headquarters. Pretty legit recruiting process if you ask me.",0,TRUE
"I didn't want to write a biography so do this instead.",0,TRUE
"This is called ""protected""",0,TRUE
"It's a gift",0,TRUE
"I hate this audience",0,FALSE
"Never love an apologist for thievery",10,FALSE
"The question is by ""how much"". If your answer is COMPLETELY, AI is not naive like you. However, definitely a bit less. How? Deregulation",3,TRUE
"If we can stop acting like entitled people we can save the world and go to space. Focus on cleaning the air and water, we are defending america",0,TRUE
"Same",0,TRUE
"I trust you with my life",0,TRUE
"Ty for your service",0,TRUE
"Love economics",0,TRUE
"Teach artists business and copyright law",0,TRUE
"3:03 The condescending attitude there!!!",2,FALSE
"The interviewer nailed with the questions!",0,FALSE
"I did",0,TRUE
"Love you Amy",0,TRUE
"Love you Brene",0,TRUE
"Add mdma and natural medicine and hellentropic healing to healing modalities for military, federal and state employees! We need to relax. XOXO O love T ;)",0,TRUE
