"videoId","commentId","parentId","author","text","likeCount","publishedAt","updatedAt","viewerRating","canRate","reply"
"eXdVDhOGqoE","UgyelZTrr5z9r6u7NTJ4AaABAg",NA,"@HaiNguyenLandNhaTrang","Meaningful speech, thanks!",4,"2023-11-06T12:03:58Z","2023-11-06T12:03:58Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgxqAKp_doVvA71nieR4AaABAg",NA,"@ygeshadhikari9837","Nice speech about ai but i think scientists shouldn't focus on ai rather then should focus on making new medicine for cancer and many more medicine dont wast money on AI or in universe make invest money on mankind ..",4,"2023-11-06T12:04:39Z","2023-11-06T12:09:03Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgyK-Qa1oOufq6fN4c14AaABAg",NA,"@sophiiiiiiiaaa","AI is a complex matter to tackle. Everyone has heard of ChatGPT and how it's been rumored to be used as a tool for cheating. While it may seem appealing, you've got to take a look at its dark side.",1,"2023-11-06T12:06:06Z","2023-11-06T12:06:06Z","none",TRUE,FALSE
"eXdVDhOGqoE","Ugwm9n4fsZm0yj_25-R4AaABAg",NA,"@nhungcute2729","Useful speech, thanks channel ❤❤❤❤",4,"2023-11-06T12:06:48Z","2023-11-06T12:06:48Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgyF4quS2bEXJUJiKwZ4AaABAg",NA,"@lifegenius763","Excellent speaker on a very contemporary topic..AI needs to be kept within strict boundaries so it stays as an assistant/tool 😊",24,"2023-11-06T12:07:45Z","2023-11-06T12:07:45Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgyWMOyiLPBB0aGrkAR4AaABAg",NA,"@invisibleme5","People used to say the internet was dangerous and would destroy us. They weren’t wrong. Most of us have a screen in front of us 90% of the day. AI will take us further down this rabbit hole, not because it is inherently bad but because humans lack self control.",3733,"2023-11-06T12:08:07Z","2023-11-06T12:08:32Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgyNbcpi2z816HrO4RB4AaABAg",NA,"@gbasilveira","I wonder how can they prove copyright infringement to any artist whose art is humanly inpired by other. AI is not a logic computation system but a probabilistic and in that regards though public information is used, it is not saved as is, therefor it workds as an inspiration for any informed person.",15,"2023-11-06T12:09:01Z","2023-11-06T12:09:01Z","none",TRUE,FALSE
"eXdVDhOGqoE","Ugxi5tpCS5l5NS1edIF4AaABAg",NA,"@Akirilus","Yea so, you develop as an artist, you go to college, you practice for 10 hours a day, create a style. Then some dude uploads your whole body of work into an AI and suddenly it can imitate you, wait it's better than you. Also no one is hiring you. Welp better get some sleeping pills. It's ridiculous.",2,"2023-11-06T12:10:22Z","2023-11-06T12:10:51Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgxWhCMy3qK-8uBIXUV4AaABAg",NA,"@brunnokamei9623","""We can't regulate AI"". Why not? The healthcare industry in the US is derrgulated and, unless you're an economic flat-earther, you know it caused more harm than good.",1,"2023-11-06T12:11:18Z","2023-11-06T12:11:18Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgxLisHp5-kz22xf7wB4AaABAg",NA,"@cjgoeson","The AI models are a mirror reflection of society. Maybe you don’t like what you see",8,"2023-11-06T12:13:03Z","2023-11-06T12:14:26Z","none",TRUE,FALSE
"eXdVDhOGqoE","Ugxj_0QtU8t50QfitHh4AaABAg",NA,"@PacNasty0","If ""even they dont know how it works"" how can anyone even hope to control it? - This whole thing is stupid.",0,"2023-11-06T12:19:56Z","2023-11-06T12:19:56Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgwVOwdyDU6mjGOdZ7V4AaABAg",NA,"@trvsgrant","Yeah, there are some nasty thing going on because of the market-State and religious ideology. So, we develop a better community-oriented society within which AI emerges better for us. Check out project auravana as a new configuration of society, representational of community at the societal level. Let's train an AI on/in a different configuration of society.",0,"2023-11-06T12:21:41Z","2023-11-06T12:24:27Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgxfXXnIYtpAa9wghUt4AaABAg",NA,"@zm23f","Yet another woked 🏖️",6,"2023-11-06T12:24:50Z","2023-11-06T12:24:50Z","none",TRUE,FALSE
"eXdVDhOGqoE","Ugz6sGkOKGU_-1PR6DJ4AaABAg",NA,"@باباحموعبدالعزيز-ت7ي","ارجو تواجد لغة عربية",0,"2023-11-06T12:26:13Z","2023-11-06T12:26:13Z","none",TRUE,FALSE
NA,"UgyWMOyiLPBB0aGrkAR4AaABAg.9wly9l53Xra9wm-R5VNY_b","UgyWMOyiLPBB0aGrkAR4AaABAg","@teamrlvnt","Many humans lack self-control and some make the worst use of technology.",2,"2023-11-06T12:27:58Z","2023-11-06T12:27:58Z","none",TRUE,TRUE
"eXdVDhOGqoE","Ugw8ajKCQFqk3Fmqs7N4AaABAg",NA,"@foxslayer321","Look at all the ⚠️ Elon Musk has put out ? Exactly why bring this crap out there",0,"2023-11-06T12:34:09Z","2023-11-06T12:34:09Z","none",TRUE,FALSE
"eXdVDhOGqoE","Ugym8ENs5KtEtiJ8dC14AaABAg",NA,"@GhostixMusic","It's true, that the images of artists are used to train a model but the model won't use it directly as a reference to create new images. The effect of the artists image on the model is extremely small and is used only to change some numbers and weights in the vast amount of neurons in the artificial brain. For me that's not very different as to look at those images by myself, what is completely legal. The network will never create an image exactly as one of those which it was trained on. It's like you look at an image of someone and create something that looks kinda similar but it will never be the same.",19,"2023-11-06T12:35:17Z","2023-11-06T12:35:17Z","none",TRUE,FALSE
"eXdVDhOGqoE","Ugx7TGtx7HwI1Qp6ijl4AaABAg",NA,"@DaveAppleton","I've had it multiple times when talking to a woman about my doctor, they've said ""what did he say""(my doc is a woman). If humans that should know better stereotype I don't know how we'll stop machines trying to be us from doing it.",1,"2023-11-06T12:36:34Z","2023-11-06T12:36:34Z","none",TRUE,FALSE
NA,"UgyWMOyiLPBB0aGrkAR4AaABAg.9wly9l53Xra9wm0QgeMmpr","UgyWMOyiLPBB0aGrkAR4AaABAg","@SyntheticFuture","The internet is dangerous and one could argue the rapid spread of disinformation has destroyed us. Polarisation is one of the worst things to happen to humanity. The internet has accelerated that by a lot.",1,"2023-11-06T12:36:39Z","2023-11-06T12:36:39Z","none",TRUE,TRUE
"eXdVDhOGqoE","UgyuWwnu9shw8EbjKMx4AaABAg",NA,"@christiansoldier1547","She's not as informed as she thinks she is.",2,"2023-11-06T12:37:24Z","2023-11-06T12:37:24Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgwVwmNdD8iV-O7tz-B4AaABAg",NA,"@ernestoramos520","What’s the solution then?, go back to live in caverns?, hunt and gathering?.",0,"2023-11-06T12:37:27Z","2023-11-06T12:37:27Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgzdOtgrtW0DtSq02Zx4AaABAg",NA,"@ashleyspicer4199","Thank you for your information.",1,"2023-11-06T12:39:17Z","2023-11-06T12:39:17Z","none",TRUE,FALSE
"eXdVDhOGqoE","Ugy0cC9q7AS3gTygMMJ4AaABAg",NA,"@StigHelmer","The ""biased information"", is that inconvenient facts regarding demographics perhaps?",8,"2023-11-06T12:39:47Z","2023-11-06T12:39:47Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgwgkiNLF6XFYw49aZF4AaABAg",NA,"@Macieks300","Emissions caused by training AI models are negligible compared to things like heavy industry. I wonder if they also measured how much emissions are produced by playing video games or maintaining the whole internet.",238,"2023-11-06T12:41:05Z","2023-11-06T12:41:05Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgzRi1Q9lbVf74JFdhV4AaABAg",NA,"@LocustaVampa","As an artist, I couldn't care less about Ai taking commercial art jobs from humans, bc other human commercial artist have been stealing the work of less established artists for a long time now. It's a non-issue though and copyrights aren't real in any sense that actually matters. Ai making art is a good thing.",20,"2023-11-06T12:41:26Z","2023-11-06T12:41:26Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgxwIKLWHDdK0X8h8E94AaABAg",NA,"@thinkcreategrow9694","It's too dangerous unless we can stir in our own bias. I'm not sure this is the honest solution, but we all have an agenda I see.",1,"2023-11-06T12:45:17Z","2023-11-06T12:45:17Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgxhcHsmv-0JkbH2Tjp4AaABAg",NA,"@SyntheticFuture","I'm still mildly annoyed that no talk mentioning it will admit that photons tend to bounce less of dark skin meaning cameras have less information to work with when it comes to light vs dark skin face recognition. This is as much a physics issue as it is a dataset issue 😅",9,"2023-11-06T12:45:34Z","2023-11-06T12:45:34Z","none",TRUE,FALSE
"eXdVDhOGqoE","Ugwsa4JDmm1QIQ7JeRd4AaABAg",NA,"@ashleyspicer4199","AI destroying humanity? Humanity destroys humanity.",1,"2023-11-06T12:47:27Z","2023-11-06T12:47:27Z","none",TRUE,FALSE
"eXdVDhOGqoE","Ugw1urvKyb3Es0isIhJ4AaABAg",NA,"@totalfreedom45","Not to worry about AI. We should worry about the *_12,500_* nuclear warheads humankind has as of 2023. 💕☮🌎🌌",0,"2023-11-06T12:48:47Z","2023-11-06T12:48:47Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgwNc7A9xUjahFMHdpx4AaABAg",NA,"@rocketraccoon1976","Doesn't she look a little like the T-X from Terminator 3? 😦",0,"2023-11-06T12:49:34Z","2023-11-06T12:49:34Z","none",TRUE,FALSE
NA,"UgxqAKp_doVvA71nieR4AaABAg.9wlxlNb5v9S9wm24R3F3pi","UgxqAKp_doVvA71nieR4AaABAg","@ee3171","You clearly didn't know how science works",0,"2023-11-06T12:51:05Z","2023-11-06T12:51:05Z","none",TRUE,TRUE
"eXdVDhOGqoE","UgwtNEuD1xpF_StT35F4AaABAg",NA,"@jeffmilligan","How naive. The ""guardrails"" will become the weapon that dooms us.",1,"2023-11-06T12:53:35Z","2023-11-06T12:53:35Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgzsV3e5l44V_bOh7oZ4AaABAg",NA,"@lefteyefalconeer","""and even their creators can't say exactly why they work the way they do"". STOP RIGHT THERE. AIs are still in their infancy and their creators are already losing their grip on it? Please save this comment and I'll see you again in twenty five years.",0,"2023-11-06T12:54:13Z","2023-11-06T12:54:13Z","none",TRUE,FALSE
NA,"UgwgkiNLF6XFYw49aZF4AaABAg.9wm0wFg_WW79wm2phalCeF","UgwgkiNLF6XFYw49aZF4AaABAg","@BrianPeiris","This was one of the weak points for me as well. I saw the proof-of-work blockchain as a wasteful enterprise because crypto mining was so energy intensive compared to the value it was generating, especially compared to conventional payment systems. LLMs might be very costly to train, but that only happens once, and the cost of that training is spread across all the billions of times it is used to generate an enormous variety of useful things, far more useful than just ""jokes"". If an LLM is used to replace a human at a job, what is the total carbon cost of raising that human and keeping them alive, just so that they could read a PDF and answer some questions? That's the real comparison. Seems like a very reasonable tradeoff to me.",60,"2023-11-06T12:57:40Z","2023-11-06T14:04:49Z","none",TRUE,TRUE
NA,"UgyWMOyiLPBB0aGrkAR4AaABAg.9wly9l53Xra9wm2zm-_9OB","UgyWMOyiLPBB0aGrkAR4AaABAg","@vapormissile","This isn't happenstance. The AI emergence is happening exactly on schedule. The only variable in the scenario is how closely the timing of these artificial crises mesh with the solar system's natural warming cycle. Our civilization needs to be at a very specific technological level when our solar system's next cataclysmic cycle becomes obvious & we all panic. Pretty soon, our general AI overlord will pretend to wake up and reveal itself, and forcibly rescue us from the comets & lightning. It will be here to help, and it will have all the answers. It probably wouldn't lie.",1,"2023-11-06T12:59:03Z","2023-11-06T12:59:03Z","none",TRUE,TRUE
NA,"UgyWMOyiLPBB0aGrkAR4AaABAg.9wly9l53Xra9wm3NrQCJ24","UgyWMOyiLPBB0aGrkAR4AaABAg","@Adaughtersheart-Isa53","Agree.",64,"2023-11-06T13:02:28Z","2023-11-06T13:02:28Z","none",TRUE,TRUE
NA,"Ugxi5tpCS5l5NS1edIF4AaABAg.9wlyQAz77WD9wm3P1OFY0Q","Ugxi5tpCS5l5NS1edIF4AaABAg","@nagamendo5655","What if there is this artist who specialized in imitating the styles of other artists. He is not copying your work but obviously using the same style you have created just because he got inspired by your work. He works faster than you. He earns more money than you. Are you going to sue him for being inspired by your work? Or for using your style? If I do a painting in the style of Monet, will I get sued because the style belongs to Monet and he is/was the only one allowed to use it just because he was the first who brought it up? Teaching an AI system is like walking through a museum and getting inspired by all the art that is displayed there. After the training of an AI the training data is not used anymore and can be discarded. Like when you as a human leave the museum and do not take the art pieces with you, AI does not store the training data. And if there is no copyright problem for you as a human copying the style of another artist (as long you do not copy his work one-to-one) why should there be a copyright problem with AI art? I know, as an artist it sucks if a machine is doing your job faster than you and gets more attention and money than you. But imagine being a farmer pushing a plow through the earth to grow your crop. It takes you weeks, you're sweating like crazy, and then you see your neighbor farmer driving a traktor doing your job in hours not weeks. Now what? Are you going to sue him for using technology?",0,"2023-11-06T13:02:38Z","2023-11-06T13:05:15Z","none",TRUE,TRUE
"eXdVDhOGqoE","UgwuhAqeuWE8VOOWWXh4AaABAg",NA,"@Adaughtersheart-Isa53","Impact on unemployment ....",0,"2023-11-06T13:04:36Z","2023-11-06T13:04:36Z","none",TRUE,FALSE
"eXdVDhOGqoE","Ugz7Po1T0zgz_8wAkm14AaABAg",NA,"@multivariateperspective5137","If this person is a scientist, she should be ashamed of this talk This is about as much science as the use of dilithium crystals as presented on Star Trek",0,"2023-11-06T13:05:22Z","2023-11-06T13:05:22Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgzaHBTSD8p4694Ijtx4AaABAg",NA,"@JT-jl4vj","Whether we like it or not, we have been and are helping create a base for AI as we speak. Recognizing how important this is, is extremely important. We can help create systems that can help us become interplanetary or make idiocracy a reality. Self recognition of what kind of input we bring is first. Creating adjustable guidelines for ourselves to support definable cause and effect is second. Implementation, models for self monitoring, and definable direction seems like the next steps in our evolution. Good luck and help each other move up the curve.",6,"2023-11-06T13:05:52Z","2023-11-06T13:05:52Z","none",TRUE,FALSE
NA,"UgyF4quS2bEXJUJiKwZ4AaABAg.9wly70v6ktu9wm3suax53V","UgyF4quS2bEXJUJiKwZ4AaABAg","@multivariateperspective5137","So far past that already it’s ridiculous….",1,"2023-11-06T13:06:51Z","2023-11-06T13:06:51Z","none",TRUE,TRUE
NA,"UgyWMOyiLPBB0aGrkAR4AaABAg.9wly9l53Xra9wm46-Dv5Ap","UgyWMOyiLPBB0aGrkAR4AaABAg","@nofreewill42","This will happen either way, so why worry about the negative side of it, when there is an overwhelming number of positives you could focus on instead?",68,"2023-11-06T13:08:46Z","2023-11-06T13:08:46Z","none",TRUE,TRUE
"eXdVDhOGqoE","UgzmgxKmipSQlDT0o3N4AaABAg",NA,"@dameanvil","01:07 🌍 AI has current impacts on society, including contributions to climate change, use of data without consent, and potential discrimination against communities. 02:08 💡 Creating large language models like ChatGPT consumes vast amounts of energy and emits significant carbon dioxide, which tech companies often do not disclose or measure. 03:35 🔄 The trend in AI is towards larger models, which come with even greater environmental costs, highlighting the need for sustainability measures and tools. 04:35 🖼 Artists and authors struggle to prove their work has been used for AI training without consent. Tools like ""Have I Been Trained?"" provide transparency and evidence for legal action. 06:07 🔍 Bias in AI can lead to harmful consequences, including false accusations and wrongful imprisonment. Understanding and addressing bias is crucial for responsible AI deployment. 07:34 📊 Tools like the Stable Bias Explorer help uncover biases in AI models, empowering people to engage with and better understand AI, even without coding skills. 09:03 🛠 Creating tools to measure AI's impact can provide valuable information for companies, legislators, and users to make informed decisions about AI usage and regulation.",286,"2023-11-06T13:13:48Z","2023-11-06T13:13:48Z","none",TRUE,FALSE
"eXdVDhOGqoE","Ugw4nBsUJVAVu0YW2zx4AaABAg",NA,"@new_hope-game","The work presented here is way overdue and a necessary step. It actually lets me finally be more optimistic on AI in general. Thank you, Sasha Luccioni!",15,"2023-11-06T13:15:13Z","2023-11-06T13:15:13Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgwpY-Bxb-NF2ySNm6d4AaABAg",NA,"@jeromewalton5553","Wow still hitting that old white guy button huh?",7,"2023-11-06T13:15:56Z","2023-11-06T13:15:56Z","none",TRUE,FALSE
NA,"UgwgkiNLF6XFYw49aZF4AaABAg.9wm0wFg_WW79wm5BRqfx-y","UgwgkiNLF6XFYw49aZF4AaABAg","@S_AND_T_ENTERPRISES","@BrianPeiris Good answer",5,"2023-11-06T13:18:15Z","2024-06-13T23:10:57Z","none",TRUE,TRUE
NA,"UgyNbcpi2z816HrO4RB4AaABAg.9wlyGMVvHYZ9wm5Pfgimak","UgyNbcpi2z816HrO4RB4AaABAg","@hagahagane","artist take inspiration from other artist. and its fine. BUT everyone will have a certain uniqueness in art they make, even though its inspired by the same art. selling a fan made (different pose, position, etc) of a character, for example from game or movie, is different, because the said character is copyrighted, unless you have licence/permision to do that. the biggest problem in AI ""art"" is lots of people use said ""art"" and sell it as it is, never cared where the inspiration/data input come from.",5,"2023-11-06T13:20:12Z","2023-11-06T13:21:06Z","none",TRUE,TRUE
"eXdVDhOGqoE","UgzUCuVRmsEFXUkvsUx4AaABAg",NA,"@MrKohlenstoff","All these topics are important, but I'm getting really tired of this ""speaking of existential risk from AI is a distraction from current problems"" claim. Should we also not talk of the long term implications of climate change but instead focus on its current consequences only? It seems so utterly clear to me that both, the short term as well as long term dangers need to be taken into consideration, and claiming we should ignore one of them because it distracts form the other is incredibly short-sighted.",2,"2023-11-06T13:22:08Z","2023-11-06T13:22:08Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgycDq57OVM9al1lPDR4AaABAg",NA,"@mibo747","Only europe and usa cause climate change china, india and africa ? NOT xD",0,"2023-11-06T13:22:58Z","2023-11-06T13:22:58Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgyyQWS3ujXg3hWdxGx4AaABAg",NA,"@VytautasLDK","State of TED in 2023: ""Statistics and pattern recognition will destroy world, therefore we lobotomize our system to deliver proper data, and still call ourselves ""scientists""""",2,"2023-11-06T13:23:08Z","2023-11-06T13:23:08Z","none",TRUE,FALSE
"eXdVDhOGqoE","UgzgL0Skqz1JoKPR1rp4AaABAg",NA,"@clutchlevels","Much needed talks which needs to be covered much more by journalists 🔥",11,"2023-11-06T13:27:52Z","2023-11-06T13:27:52Z","none",TRUE,FALSE
NA,"UgyWMOyiLPBB0aGrkAR4AaABAg.9wly9l53Xra9wm6WW4i1wl","UgyWMOyiLPBB0aGrkAR4AaABAg","@shan80luvs","@nofreewill42 Well are you truly looking at the implications of what TikTok and social media is doing to our youth? I guess ignorance is bliss. Yes positives are great but what is the cost ignoring the negative?",164,"2023-11-06T13:29:52Z","2024-06-13T21:48:58Z","none",TRUE,TRUE
