likeCount,reply,word
1,FALSE,女朋友
4,FALSE,為什麼
40,FALSE,有些人
33,FALSE,沒想到
5,FALSE,youtube
5,TRUE,麥當勞
174,FALSE,真的是
174,FALSE,全世界
0,FALSE,無影無蹤
0,FALSE,有沒有
3,FALSE,不要臉
67,FALSE,可笑的是
1,TRUE,基本上
0,FALSE,理所當然
6,FALSE,大部分
1,TRUE,言論自由
0,FALSE,都沒有
0,FALSE,為什麼
0,FALSE,還可以
0,TRUE,y7g6v
68,FALSE,從來沒有
1,FALSE,年輕人
3,FALSE,有樣學樣
0,FALSE,真的是
0,FALSE,可能是
1,TRUE,r3q
0,FALSE,1.3
0,FALSE,不知道
0,FALSE,百分比
0,TRUE,1.3
0,TRUE,不知道
0,TRUE,百分比
26,TRUE,不知道
26,TRUE,研究所
12,TRUE,真的是
0,TRUE,1.3
0,TRUE,不知道
0,TRUE,百分比
1,TRUE,這就是
0,TRUE,白開水
0,FALSE,接下來
4,FALSE,花言巧语
42,FALSE,什麼時候
42,FALSE,打電話
42,FALSE,什麼時候
42,FALSE,打電話
42,FALSE,也不會
42,FALSE,體認到
1,FALSE,事實證明
1,FALSE,一廂情願
1,FALSE,錦上添花
2,FALSE,都沒有
1,FALSE,全世界
18,FALSE,不喜歡
0,FALSE,自尋死路
0,FALSE,想不開
0,FALSE,都沒有
0,FALSE,養不起
0,FALSE,這就是
2,TRUE,最糟糕
0,FALSE,麥當勞
1,TRUE,應該是
0,TRUE,c4n
1,FALSE,不管怎樣
1,FALSE,設身處地
1,FALSE,一頭熱
1,TRUE,果然是
0,FALSE,對不起
2,FALSE,對不起
12,FALSE,麥當勞
12,FALSE,下輩子
0,FALSE,同路人
0,FALSE,比比皆是
0,FALSE,想不開
1,FALSE,我也不
1,FALSE,一句話
9,FALSE,身分證
0,FALSE,玩起來
0,FALSE,人情冷暖
6,TRUE,踏腳石
1,FALSE,就不會
1,FALSE,是不是
4,FALSE,並沒有
4,FALSE,自私自利
4,FALSE,佔便宜
4,FALSE,簡直是
4,FALSE,大部分
4,FALSE,這件事
4,FALSE,並不是
4,FALSE,也不是
4,FALSE,不知道
4,FALSE,感同身受
4,FALSE,主要原因
4,FALSE,經歷過
4,FALSE,一模一樣
4,FALSE,差不多
4,FALSE,一個人
4,FALSE,逝者已矣
4,FALSE,無非是
4,FALSE,下輩子
0,TRUE,沒關係
0,FALSE,狐狸精
1,FALSE,不會有
1,FALSE,仙人跳
1,FALSE,可能會
0,TRUE,不需要
0,TRUE,還不如
0,TRUE,邪門歪道
0,TRUE,母儀天下
17,FALSE,很可惜
17,FALSE,為所欲為
17,FALSE,穩定下來
1,FALSE,徵信社
4,TRUE,胡說八道
0,FALSE,嘻皮笑臉
2,TRUE,都不是
2,TRUE,原住民
4,FALSE,一定會
15,FALSE,第一次
15,FALSE,避不見面
15,FALSE,半小時
15,FALSE,自作多情
15,FALSE,也不會
15,FALSE,一定是
0,TRUE,也沒有
1,FALSE,應該是
1,FALSE,能不能
1,FALSE,在一起
1,FALSE,也沒有
2,FALSE,理所當然
1,FALSE,是不是
2,FALSE,幾萬塊
2,FALSE,看電影
2,FALSE,都不能
1,TRUE,都不是
1,TRUE,還可以
3,TRUE,還是會
1,FALSE,找不到
0,FALSE,真的是
0,FALSE,天理不容
2,TRUE,有沒有
5,TRUE,真的是
0,FALSE,察覺到
1,TRUE,原住民
1,TRUE,原住民
0,TRUE,外省人
1,FALSE,哭出來
1,FALSE,同情心
1,FALSE,为什么
1,FALSE,不放过
0,FALSE,民進黨
0,FALSE,芝麻小事
0,FALSE,吐出來
0,FALSE,假惺惺
0,FALSE,還是要
0,FALSE,仔細看
0,FALSE,看起來
0,FALSE,看起來
0,TRUE,因果報應
0,TRUE,因果報應
0,TRUE,大自然
0,TRUE,因果報應
0,FALSE,年輕人
0,FALSE,一定是
0,FALSE,父母親
0,FALSE,不值得
0,FALSE,輕鬆自在
0,FALSE,不勞而獲
1,FALSE,傻小子
2,TRUE,只要是
6,TRUE,每一個
0,FALSE,愚人節
0,FALSE,不知廉耻
0,FALSE,沒關係
2,TRUE,是不是
2,TRUE,這句話
0,FALSE,都不是
1,FALSE,真心真意
2,FALSE,想不開
0,FALSE,恐怕會
0,TRUE,加拿大
0,TRUE,低收入
0,TRUE,沒什麼
0,TRUE,凱恩斯
0,TRUE,dk4ep
0,TRUE,要不然
2,TRUE,莫名其妙
2,TRUE,從小到大
2,TRUE,為什麼
0,TRUE,丁字褲
1,FALSE,都不會
0,FALSE,狐狸精
0,FALSE,心地善良
0,FALSE,一胎化
0,FALSE,google
0,FALSE,當事人
2,FALSE,東山再起
2,FALSE,最好的
0,FALSE,肺腑之言
0,FALSE,一定是
0,TRUE,主要是
3,TRUE,都不會
0,FALSE,telegram
0,FALSE,app
0,FALSE,這就是
0,FALSE,自求多福
0,FALSE,一大堆
2,FALSE,人民幣
2,FALSE,照價賠償
2,FALSE,受害者
0,FALSE,那幾個
0,FALSE,而不是
0,FALSE,寧為玉碎
0,FALSE,不為瓦全
0,FALSE,基本上
0,FALSE,我还是
0,FALSE,尤其是
0,FALSE,atm
0,FALSE,一個樣
0,FALSE,抓起來
0,FALSE,無恥之徒
0,FALSE,一模一樣
2,FALSE,不會有
1,TRUE,不会有
1,TRUE,就不是
1,FALSE,porque
1,FALSE,existen
1,FALSE,mujeres
1,FALSE,asi
1,FALSE,tan
1,FALSE,crueles
1,FALSE,espero
1,FALSE,siempre
1,FALSE,viva
1,FALSE,infeliz
1,FALSE,una
1,FALSE,gran
1,FALSE,manipuladora
1,FALSE,odio
1,FALSE,esta
1,FALSE,chica
0,TRUE,pua3
0,TRUE,为什么
0,TRUE,xw4cw
