likeCount,reply,word
50,FALSE,经历过
34,FALSE,奇門遁甲
10,FALSE,对得起
10,FALSE,十多年
0,TRUE,日久生情
1,FALSE,不值得
4,FALSE,传上来
4,FALSE,一饱耳福
4,TRUE,十多年
2,TRUE,omg
2,TRUE,不值得
2,FALSE,都不是
2,FALSE,不在乎
2,FALSE,也不会
1,TRUE,可能是
0,FALSE,不值得
232,FALSE,说话不算数
192,FALSE,成年人
2,FALSE,或許是
2,FALSE,有時候
2,FALSE,還是會
2,FALSE,一口氣
2,FALSE,以為會
10,FALSE,加拿大
1,FALSE,有道理
1,FALSE,无微不至
0,FALSE,我知道
0,FALSE,以夷制夷
0,FALSE,自古以來
0,FALSE,這一個
3,FALSE,不完全
3,FALSE,短时间
3,FALSE,看不到
3,FALSE,翻天覆地
1,TRUE,作贱自己
2,FALSE,太好了
0,TRUE,h3li05
0,FALSE,atm
0,FALSE,值得一提
0,FALSE,所谓的
0,FALSE,牛鬼蛇神
36,FALSE,不愧是
36,FALSE,小本本
0,FALSE,说话不算数
1,FALSE,不完全
106,FALSE,一辈子
106,FALSE,全世界
106,FALSE,每个人
106,FALSE,一辈子
0,TRUE,日久生情
1,FALSE,不成立
25,FALSE,不知道
1,FALSE,不甘心
0,FALSE,可真是
0,FALSE,一团糟
0,FALSE,真的是
0,FALSE,不知道
0,TRUE,肯定是
28,FALSE,没找到
28,FALSE,一辈子
5,FALSE,一句話
5,FALSE,不論是
5,FALSE,都應該
5,FALSE,這句話
46,FALSE,每个人
1,FALSE,改一改
0,FALSE,只要是
0,FALSE,为什么
4,FALSE,理智的
51,FALSE,ray
0,FALSE,就不是
3,TRUE,j5r9o
0,FALSE,江河日下
0,FALSE,手牵手
0,TRUE,一团糟
2,FALSE,爱情观
2,FALSE,不一定
15,TRUE,人情世故
15,TRUE,尖酸刻薄
1,FALSE,太好了
2,TRUE,也不会
0,FALSE,就不是
1,FALSE,最好的
1,FALSE,走投无路
0,FALSE,一厢情愿
2,FALSE,不切实际
2,FALSE,波诡云谲
2,FALSE,于是乎
2,FALSE,形而上
1,FALSE,最好的
0,FALSE,十万八千里
0,FALSE,相夫教子
0,FALSE,绝大部分
0,FALSE,绝大部分
3,FALSE,走出来
0,FALSE,有道理
0,FALSE,不平等
0,FALSE,结论是
0,FALSE,不负责任
0,FALSE,局限性
0,FALSE,说书人
0,FALSE,不平等
0,FALSE,为什么
0,FALSE,天经地义
0,FALSE,小公主
0,FALSE,女權運動
0,FALSE,是不是
0,FALSE,能不能
0,FALSE,差不多
0,FALSE,除非是
0,FALSE,爱不爱
0,FALSE,不知道
0,FALSE,也不是
0,FALSE,分不清
0,FALSE,所谓的
1,FALSE,说话不算数
0,FALSE,抽身而退
2,FALSE,一番话
0,FALSE,明明是
0,TRUE,无微不至
1,FALSE,有道理
0,FALSE,人情世故
0,FALSE,什么时候
0,FALSE,温哥华
9,TRUE,uastudent
0,TRUE,打电话
0,FALSE,也不能
0,FALSE,听不进去
0,FALSE,金玉良言
63,FALSE,不出来
63,FALSE,不甘心
0,FALSE,绝大部分
0,FALSE,不存在
3,FALSE,女朋友
0,FALSE,兄弟们
0,FALSE,一起来
0,FALSE,越多越好
1,FALSE,还能够
1,FALSE,想不到
0,TRUE,不知道
14,TRUE,成年人
14,TRUE,肯定是
14,TRUE,延伸到
2,FALSE,家徒四壁
2,FALSE,不知道
2,FALSE,社交圈
2,FALSE,也没有
2,FALSE,一丁点
2,FALSE,也没有
2,FALSE,吃不上
2,FALSE,为什么
2,FALSE,我还是
2,FALSE,不知道
2,FALSE,为什么
2,FALSE,依旧是
2,FALSE,孑然一身
2,FALSE,自暴自弃
0,TRUE,受欢迎
0,FALSE,希特勒
0,FALSE,爱因斯坦
31,FALSE,女朋友
31,FALSE,女朋友
31,FALSE,明目张胆
31,FALSE,纯白色
31,FALSE,差不多
31,FALSE,压岁钱
31,FALSE,越来越
31,FALSE,究竟是
31,FALSE,换句话说
31,FALSE,越来越
31,FALSE,好朋友
31,FALSE,我知道
31,FALSE,没好气
31,FALSE,真的是
31,FALSE,也不能
31,FALSE,没什么
31,FALSE,都没有
31,FALSE,靠自己
31,FALSE,不出来
31,FALSE,真的是
31,FALSE,不太好
2,TRUE,惊心动魄
2,TRUE,任何人
2,TRUE,社交圈
2,TRUE,不至于
0,FALSE,几乎是
10,TRUE,生搬硬套
10,TRUE,一丁点
10,TRUE,多少个
10,TRUE,受不了
10,TRUE,暴脾气
10,TRUE,究竟是
10,TRUE,暴脾气
10,TRUE,也不是
5,TRUE,分不清
0,FALSE,理所当然
0,TRUE,也不会
0,FALSE,destiny
0,FALSE,attached
0,FALSE,girl
0,FALSE,girl
0,FALSE,opportunity
0,FALSE,而不是
1,TRUE,r6y
1,TRUE,是不是
0,TRUE,找工作
0,TRUE,牵着鼻子走
0,TRUE,之九十
0,TRUE,家庭的
0,FALSE,太好了
0,FALSE,也不是
1,FALSE,好像是
0,FALSE,说真话
0,FALSE,退一步
3,TRUE,有道理
3,TRUE,几乎是
0,FALSE,pua
0,FALSE,主要是
0,FALSE,放进去
0,FALSE,放进去
0,FALSE,ktv
0,FALSE,應該是
0,FALSE,看電影
4,FALSE,奢侈品
0,FALSE,老太太
0,TRUE,女朋友
0,TRUE,哭笑不得
