word,n,rank
为什么,15,1
太好了,15,2
也没有,11,3
不知道,9,4
pua,8,5
亲密关系,8,6
大部分,8,7
女朋友,8,8
陌生人,8,9
不值得,7,10
差不多,7,11
有道理,7,12
而不是,7,13
说话不算数,7,14
成年人,6,15
真的是,6,16
不可能,5,17
不至于,5,18
主要是,5,19
也不是,5,20
受害者,5,21
就不是,5,22
所谓的,5,23
越来越,5,24
一辈子,4,25
任何人,4,26
十万八千里,4,27
很简单,4,28
无微不至,4,29
是不是,4,30
每个人,4,31
男孩子,4,32
肯定是,4,33
金玉良言,4,34
50w,3,35
lo4yl,3,36
一团糟,3,37
一定是,3,38
一见钟情,3,39
不完全,3,40
不平等,3,41
不愧是,3,42
不甘心,3,43
不需要,3,44
也不会,3,45
会不会,3,46
几乎是,3,47
十多年,3,48
单方面,3,49
受不了,3,50
可能是,3,51
在一起,3,52
大富大贵,3,53
容不下,3,54
我知道,3,55
日久生情,3,56
没想到,3,57
爱不爱,3,58
理智的,3,59
经历过,3,60
绝大部分,3,61
说真话,3,62
走出来,3,63
girl,2,64
j5r9o,2,65
ktv,2,66
r6y,2,67
so9lw,2,68
superhero3232,2,69
一丁点,2,70
一大堆,2,71
一部分,2,72
一顿饭,2,73
不一定,2,74
不光是,2,75
不公平,2,76
不出来,2,77
不在乎,2,78
不管是,2,79
也不能,2,80
人情世故,2,81
从小就,2,82
全世界,2,83
其实是,2,84
分不清,2,85
副总裁,2,86
加拿大,2,87
只不过,2,88
只不过是,2,89
女孩子,2,90
女尊男卑,2,91
对不起,2,92
尤其是,2,93
就不能,2,94
当然是,2,95
我还是,2,96
才可以,2,97
找工作,2,98
换句话说,2,99
放进去,2,100
暴脾气,2,101
最好的,2,102
没什么,2,103
潜意识,2,104
為什麼,2,105
理所当然,2,106
生搬硬套,2,107
男女平等,2,108
男朋友,2,109
看清楚,2,110
短时间,2,111
社交圈,2,112
究竟是,2,113
第一次,2,114
跳楼自杀,2,115
都不是,2,116
都可以,2,117
都应该,2,118
1.25,1,119
1.25x,1,120
6.00,1,121
7.00,1,122
asperger's,1,123
atm,1,124
attached,1,125
brucelu,1,126
business,1,127
c8t,1,128
cao,1,129
destiny,1,130
h3li05,1,131
heads,1,132
i3b,1,133
lk1yq,1,134
mind,1,135
niang,1,136
no7dq9hq2x,1,137
omg,1,138
opportunity,1,139
r5n,1,140
ray,1,141
s4h,1,142
u7t,1,143
uastudent,1,144
understand,1,145
v3n,1,146
vf6cv,1,147
villes,1,148
worthless,1,149
一分钱,1,150
一厢情愿,1,151
一口氣,1,152
一句話,1,153
一如既往,1,154
一屁股债,1,155
一手遮天,1,156
一无所有,1,157
一死了之,1,158
一番话,1,159
一艘船,1,160
一语惊醒,1,161
一起去,1,162
一起来,1,163
一饱耳福,1,164
上辈子,1,165
下一代,1,166
下半身,1,167
不下去,1,168
不了了之,1,169
不切实际,1,170
不可抗力,1,171
不可收拾,1,172
不合理,1,173
不喜歡,1,174
不在意,1,175
不太好,1,176
不好意思,1,177
不存在,1,178
不平衡,1,179
不忍心,1,180
不成立,1,181
不能自拔,1,182
不見了,1,183
不論是,1,184
不负责任,1,185
不过尔尔,1,186
不远千里,1,187
两女一男,1,188
中科院,1,189
之九十,1,190
之所以,1,191
乌托邦,1,192
乌鲁木齐,1,193
于是乎,1,194
人群中,1,195
什么时候,1,196
仍然是,1,197
他妈的,1,198
以夷制夷,1,199
以為會,1,200
传上来,1,201
作贱自己,1,202
依旧是,1,203
信誓旦旦,1,204
值得一提,1,205
兄弟们,1,206
先決條件,1,207
全心全意,1,208
公安局,1,209
六千块,1,210
共和国,1,211
再也不,1,212
再回去,1,213
几万块,1,214
几千块,1,215
刘德华,1,216
到处都,1,217
动不动,1,218
匪夷所思,1,219
博古通今,1,220
压岁钱,1,221
受害人,1,222
受欢迎,1,223
另一面,1,224
只要是,1,225
只要有,1,226
只要能,1,227
可真是,1,228
可能會,1,229
吃不上,1,230
各取所需,1,231
听不懂,1,232
听不进去,1,233
吸引力,1,234
咎由自取,1,235
哭笑不得,1,236
四月份,1,237
回頭是岸,1,238
坐车去,1,239
塌下来,1,240
处得来,1,241
多少个,1,242
多少钱,1,243
大不如前,1,244
大千世界,1,245
大起大落,1,246
大道理,1,247
天理难容,1,248
天经地义,1,249
奇門遁甲,1,250
奢侈品,1,251
女主角,1,252
女權運動,1,253
好不好,1,254
好不容易,1,255
好像是,1,256
好朋友,1,257
妇人之仁,1,258
婚外情,1,259
媒妁之言,1,260
孑然一身,1,261
完蛋了,1,262
家庭的,1,263
家徒四壁,1,264
實際上,1,265
对得起,1,266
寻花问柳,1,267
导火索,1,268
小伙子,1,269
小公主,1,270
小本本,1,271
尖酸刻薄,1,272
局限性,1,273
山珍海味,1,274
希特勒,1,275
年輕人,1,276
幽默感,1,277
延伸到,1,278
开玩笑,1,279
形而上,1,280
很喜欢,1,281
得不偿失,1,282
得不到,1,283
恐怕會,1,284
恨不得,1,285
惊心动魄,1,286
惦记着,1,287
想不到,1,288
想不通,1,289
感受到,1,290
應該是,1,291
我也不,1,292
我愿意,1,293
或者是,1,294
或許是,1,295
手牵手,1,296
才会有,1,297
打电话,1,298
找不到,1,299
抽身而退,1,300
拖拖拉拉,1,301
拿定主意,1,302
改一改,1,303
放不下,1,304
无妄之灾,1,305
无巧不成书,1,306
无疑是,1,307
无穷尽,1,308
日内瓦,1,309
日本人,1,310
明明是,1,311
明明白白,1,312
明目张胆,1,313
星期六,1,314
星期天,1,315
更愿意,1,316
有些人,1,317
有意思,1,318
有時候,1,319
杀人不见血,1,320
条件下,1,321
林黛玉,1,322
格式化,1,323
栽跟头,1,324
栽进去,1,325
概念的,1,326
永远是,1,327
江河日下,1,328
没事找事,1,329
没好气,1,330
没找到,1,331
波诡云谲,1,332
洛杉矶,1,333
活不下去,1,334
涉世不深,1,335
深信不疑,1,336
温哥华,1,337
爱因斯坦,1,338
爱情观,1,339
牛鬼蛇神,1,340
牵着鼻子走,1,341
狗咬狗,1,342
現代史,1,343
甩不开,1,344
男尊女卑,1,345
留不住,1,346
當回事,1,347
的确是,1,348
的確是,1,349
相夫教子,1,350
看不下去,1,351
看不到,1,352
看不起,1,353
看起来,1,354
看電影,1,355
稳如泰山,1,356
穷苦人家,1,357
管不住,1,358
纯白色,1,359
终归是,1,360
结论是,1,361
翻天覆地,1,362
翻来覆去,1,363
老太太,1,364
肺腑之言,1,365
能不能,1,366
自古以來,1,367
自尊心,1,368
自暴自弃,1,369
自私自利,1,370
苦口婆心,1,371
苦海無邊,1,372
荷尔蒙,1,373
莫名其妙,1,374
